;Kundennummer;Kundenname;Stadt;Kundengruppe;Kündigung;Anzahl_Mieteinheiten;Kundentyp;Konkurrenz
248;96684;Brigitte Birnbaum;Erfurt;mittlerer Kunde;0;105;Bestandskunden;Hohe Konkurrenz
249;80948;Jonathan Schuchhardt B.A.;Lübeck;mittlerer Kunde;0;151;Altkunden;mittlerer Konkurrenz
250;81343;Cilly Klapp-Metz;Stade;mittlerer Kunde;0;180;Altkunden;Hohe Konkurrenz
251;70051;Woldemar Graf;Scheinfeld;mittlerer Kunde;0;105;Bestandskunden;Hohe Konkurrenz
252;23399;Elmar Hübel B.A.;Lüdenscheid;mittlerer Kunde;0;55;Neukunde;Hohe Konkurrenz
253;21038;Sinaida Bohlander;Witzenhausen;Kleinkunde;0;48;Bestandskunden;Keine Konkurrenz
254;60377;Dr. Ulf Killer;Weimar;mittlerer Kunde;0;191;Bestandskunden;Keine Konkurrenz
255;39156;Else Dussen van-Pergande;Tübingen;Kleinkunde;1;4;Bestandskunden;mittlerer Konkurrenz
256;3263;Elli Trüb-Kensy;Mainburg;Kleinkunde;1;45;Bestandskunden;Hohe Konkurrenz
257;59385;Traudl Höfig;Perleberg;Großkunde;0;689;Bestandskunden;Hohe Konkurrenz
258;47095;Hilmar Killer-Biggen;Neustrelitz;Kleinkunde;1;7;Bestandskunden;Hohe Konkurrenz
259;77719;Nermin Süßebier;Kleve;mittlerer Kunde;1;111;Bestandskunden;Hohe Konkurrenz
260;41901;Annelore Fritsch;Calau;Großkunde;0;889;Altkunden;mittlerer Konkurrenz
261;80147;Dariusz Süßebier;Bernburg;mittlerer Kunde;1;110;Bestandskunden;Hohe Konkurrenz
262;45836;Reinhard Zirme B.Eng.;Pritzwalk;mittlerer Kunde;0;70;Bestandskunden;Keine Konkurrenz
263;36851;Dr. Corinne Kruschwitz B.A.;Soltau;Kleinkunde;1;43;Bestandskunden;Hohe Konkurrenz
264;49497;Enrico Rosenow;Bad Langensalza;Großkunde;0;620;Bestandskunden;Keine Konkurrenz
265;34600;Erwin Schäfer-Zahn;Erkelenz;mittlerer Kunde;0;100;Bestandskunden;mittlerer Konkurrenz
266;4553;Prof. Raissa Stiffel B.Eng.;Naila;Kleinkunde;0;48;Bestandskunden;mittlerer Konkurrenz
267;8374;Dr. Heiko Herrmann;München;mittlerer Kunde;0;138;Altkunden;Keine Konkurrenz
268;24386;Prof. Swetlana Stumpf B.Eng.;Worbis;Großkunde;0;540;Altkunden;mittlerer Konkurrenz
269;23127;Hans-Karl Flantz;Leipziger Land;Großkunde;0;726;Bestandskunden;Keine Konkurrenz
270;80645;Rosmarie Kostolzin;Heiligenstadt;Großkunde;0;329;Bestandskunden;Keine Konkurrenz
271;88171;Prof. Elise Fritsch B.Sc.;Bad Freienwalde;mittlerer Kunde;0;115;Altkunden;Keine Konkurrenz
272;85254;Kazim Kallert MBA.;Fallingbostel;Großkunde;0;995;Bestandskunden;Hohe Konkurrenz
273;41805;Herr Siegfried Bloch B.A.;Burg;mittlerer Kunde;0;103;Neukunde;Hohe Konkurrenz
274;38056;Horst-Peter Zänker;Staßfurt;Kleinkunde;1;44;Neukunde;Keine Konkurrenz
275;73901;Andree Ullmann-Barth;Hünfeld;Kleinkunde;0;2;Bestandskunden;Keine Konkurrenz
276;49659;Klaus-Peter Hoffmann B.A.;Dachau;mittlerer Kunde;0;182;Neukunde;mittlerer Konkurrenz
277;10029;Thilo Vollbrecht;Dieburg;Großkunde;0;391;Bestandskunden;mittlerer Konkurrenz
278;83240;Lorenz Pölitz-Hein;Melle;Kleinkunde;0;12;Bestandskunden;mittlerer Konkurrenz
279;67059;Ludmilla Birnbaum;Spremberg;Großkunde;0;339;Bestandskunden;mittlerer Konkurrenz
280;81195;Ing. Rolf Döhn MBA.;Ludwigslust;mittlerer Kunde;1;158;Neukunde;Keine Konkurrenz
281;95163;Anton Lorch-Striebitz;Hildburghausen;mittlerer Kunde;1;121;Altkunden;Hohe Konkurrenz
282;51104;Ing. Margret Mülichen;Wittenberg;Großkunde;0;995;Neukunde;Hohe Konkurrenz
283;62880;Claudio Lübs-Finke;Luckau;mittlerer Kunde;0;68;Bestandskunden;mittlerer Konkurrenz
284;35607;Felix Wende;Badibling;mittlerer Kunde;0;131;Bestandskunden;Hohe Konkurrenz
285;48166;Malgorzata Johann;Soltau;Großkunde;0;477;Bestandskunden;Hohe Konkurrenz
286;32604;Krzysztof Lübs;Ansbach;Kleinkunde;0;49;Altkunden;Keine Konkurrenz
287;9507;Pauline Scheel;Eisenberg;mittlerer Kunde;1;152;Bestandskunden;Keine Konkurrenz
288;20972;Ole Henck;Eisleben;Kleinkunde;0;27;Altkunden;Keine Konkurrenz
289;78846;Gesine Bonbach-Fliegner;Kleve;Kleinkunde;1;45;Bestandskunden;Hohe Konkurrenz
290;97573;Univ.Prof. Kay-Uwe Rose B.Eng.;Stade;Großkunde;0;502;Bestandskunden;Hohe Konkurrenz
291;84833;Nadja Rädel;Ueckermünde;Großkunde;0;937;Bestandskunden;Keine Konkurrenz
292;82440;Dierk Köster B.A.;Kitzingen;Kleinkunde;0;41;Bestandskunden;Keine Konkurrenz
293;72336;Kira Wende;Schwerin;Großkunde;0;448;Neukunde;Keine Konkurrenz
294;37853;Saskia Weihmann-Hänel;Passau;mittlerer Kunde;0;146;Bestandskunden;Hohe Konkurrenz
295;46011;Ing. Jonathan Jäkel;Donaueschingen;Großkunde;0;975;Bestandskunden;Hohe Konkurrenz
296;53032;Friedrich Stey B.Eng.;Dinslaken;mittlerer Kunde;0;139;Bestandskunden;Keine Konkurrenz
297;81903;Ottilie Hethur;Mainburg;Kleinkunde;1;28;Neukunde;Hohe Konkurrenz
298;48188;Prof. Carolina Weitzel;Genthin;mittlerer Kunde;1;164;Bestandskunden;Hohe Konkurrenz
299;36799;Dr. Maurizio Hethur;Badoberan;Großkunde;1;489;Bestandskunden;Keine Konkurrenz
300;1204;Nadeshda Kraushaar;Paderborn;Kleinkunde;0;42;Bestandskunden;Hohe Konkurrenz
301;54929;Gundula Johann;Schwandorf;mittlerer Kunde;1;107;Altkunden;Hohe Konkurrenz
302;74248;Maxim Bien;Wolfenbüttel;mittlerer Kunde;0;82;Bestandskunden;Keine Konkurrenz
303;59963;Lilli Scholl;Mettmann;Großkunde;0;923;Altkunden;Keine Konkurrenz
304;23898;Janna Hertrampf;Stadtsteinach;mittlerer Kunde;0;164;Bestandskunden;mittlerer Konkurrenz
305;54621;Tim Scholtz;Mallersdorf;Kleinkunde;0;46;Bestandskunden;Hohe Konkurrenz
306;10467;Eugenia Gumprich;Nabburg;mittlerer Kunde;0;90;Bestandskunden;Keine Konkurrenz
307;66775;Dipl.-Ing. Myriam Trommler;Burgdorf;mittlerer Kunde;0;100;Altkunden;Keine Konkurrenz
308;35389;Margit Hölzenbecher-Mülichen;Calau;Kleinkunde;1;10;Bestandskunden;mittlerer Konkurrenz
309;72806;Rotraut Textor MBA.;Kötzting;Großkunde;0;507;Bestandskunden;Keine Konkurrenz
310;46483;Frau Nelli Barkholz B.Sc.;Melle;Kleinkunde;0;2;Bestandskunden;mittlerer Konkurrenz
311;3573;Jobst Hübel-Henk;Herzberg;mittlerer Kunde;0;93;Altkunden;Hohe Konkurrenz
312;92930;Adolf Müller;Nördlingen;Kleinkunde;0;40;Bestandskunden;mittlerer Konkurrenz
313;41850;Rolf-Dieter Mitschke;Kronach;mittlerer Kunde;0;134;Bestandskunden;mittlerer Konkurrenz
314;37424;Anna-Luise Löffler;Miesbach;Großkunde;0;429;Neukunde;Keine Konkurrenz
315;46257;Ilja Buchholz B.Eng.;Weimar;Großkunde;0;650;Bestandskunden;Keine Konkurrenz
316;79629;Magarete Gehringer-Tintzmann;Biedenkopf;mittlerer Kunde;0;147;Bestandskunden;Keine Konkurrenz
317;84209;Kirstin Reichmann;Gräfenhainichen;Großkunde;0;502;Bestandskunden;Keine Konkurrenz
318;49344;Karl-Peter Junken;Osterburg;mittlerer Kunde;0;125;Neukunde;mittlerer Konkurrenz
319;32178;Balthasar Römer;Emmendingen;mittlerer Kunde;0;70;Bestandskunden;mittlerer Konkurrenz
320;94348;Frau Mechthilde Hauffer;Schlüchtern;Großkunde;1;637;Bestandskunden;Hohe Konkurrenz
321;71333;Hanns Hoffmann;Illertissen;mittlerer Kunde;1;98;Bestandskunden;Keine Konkurrenz
322;2858;Hansjürgen Seifert;Chemnitz;mittlerer Kunde;0;110;Bestandskunden;mittlerer Konkurrenz
323;50853;Ing. Guntram Junken B.A.;Forst;Großkunde;0;577;Bestandskunden;Hohe Konkurrenz
324;42180;Sigurd Köhler;Tirschenreuth;mittlerer Kunde;0;131;Neukunde;Keine Konkurrenz
325;54698;Univ.Prof. Dorothee Etzler;Vilsbiburg;Kleinkunde;0;7;Neukunde;mittlerer Konkurrenz
326;85027;Erica Heintze-Ernst;Hoyerswerda;Kleinkunde;0;4;Bestandskunden;Keine Konkurrenz
327;37207;Elma Lindau MBA.;Torgau;Kleinkunde;0;45;Bestandskunden;Keine Konkurrenz
328;66854;Denis Hornig;Geldern;Kleinkunde;1;39;Altkunden;Hohe Konkurrenz
329;82891;Frau Zeynep Henck;Bad Liebenwerda;mittlerer Kunde;0;73;Altkunden;Keine Konkurrenz
330;22235;Dipl.-Ing. Alla Eberth;Beeskow;Kleinkunde;1;4;Bestandskunden;mittlerer Konkurrenz
331;56329;Lili Tschentscher;Neustrelitz;Kleinkunde;1;15;Bestandskunden;Hohe Konkurrenz
332;85557;Friedhold Seifert;Roding;mittlerer Kunde;0;150;Bestandskunden;Keine Konkurrenz
333;28734;Lidija Junitz;Göppingen;Kleinkunde;0;24;Bestandskunden;Hohe Konkurrenz
334;55636;Ekaterina Krebs;Niesky;Großkunde;0;506;Bestandskunden;Keine Konkurrenz
335;2438;Emil Dussen van-Wilmsen;Feuchtwangen;Kleinkunde;0;13;Bestandskunden;Keine Konkurrenz
336;14472;Dipl.-Ing. Solveig Etzold B.Sc.;Seelow;Kleinkunde;1;13;Neukunde;Keine Konkurrenz
337;66567;Horst-Günter Bloch B.Sc.;Geithain;mittlerer Kunde;0;161;Bestandskunden;Keine Konkurrenz
338;64231;Gönül Stiffel B.Sc.;Bremervörde;Großkunde;0;515;Bestandskunden;Keine Konkurrenz
339;10994;Vesna Seidel B.A.;Sonneberg;Kleinkunde;1;39;Neukunde;Hohe Konkurrenz
340;9092;Marijan Schmiedecke;Nordhausen;Großkunde;0;781;Bestandskunden;Hohe Konkurrenz
341;72061;Sahin Hecker;Hofgeismar;Großkunde;0;557;Bestandskunden;Hohe Konkurrenz
342;34199;Norman Noack;Merseburg;Kleinkunde;0;42;Bestandskunden;mittlerer Konkurrenz
343;74584;Univ.Prof. Annamaria Baum B.Sc.;Schleiz;mittlerer Kunde;0;51;Bestandskunden;mittlerer Konkurrenz
344;78281;Herr Dimitrios Geisel B.Sc.;Burgdorf;Großkunde;0;448;Bestandskunden;Keine Konkurrenz
345;7600;Agnieszka Holt;Gerolzhofen;mittlerer Kunde;0;147;Altkunden;mittlerer Konkurrenz
346;12574;Andrei Schmidt-Klotz;Backnang;Kleinkunde;0;31;Altkunden;Hohe Konkurrenz
347;54497;Adina Bolzmann B.Sc.;Calau;mittlerer Kunde;0;149;Altkunden;mittlerer Konkurrenz
348;11528;Uschi Bien-Gorlitz;Luckenwalde;Kleinkunde;0;49;Bestandskunden;Hohe Konkurrenz
349;27550;Emin Eimer-Meyer;Bützow;mittlerer Kunde;0;67;Neukunde;mittlerer Konkurrenz
350;62799;Branko Krebs;Eckernförde;mittlerer Kunde;0;71;Bestandskunden;Hohe Konkurrenz
351;22938;Ing. Sylvester Carsten B.Eng.;Kassel;Kleinkunde;1;23;Neukunde;Hohe Konkurrenz
352;20419;Prof. Melita Henck B.Sc.;Böblingen;Großkunde;0;768;Bestandskunden;Keine Konkurrenz
353;54339;Alexej Jopich-Rohleder;Lübeck;Kleinkunde;0;16;Bestandskunden;mittlerer Konkurrenz
354;31514;Prof. Ludmilla Mende MBA.;Grevenbroich;mittlerer Kunde;0;102;Neukunde;Hohe Konkurrenz
355;10247;Prof. Juergen Rohleder;Stadtroda;Kleinkunde;0;7;Neukunde;mittlerer Konkurrenz
356;14849;Dipl.-Ing. Ramona Bolzmann;Kaiserslautern;mittlerer Kunde;0;152;Bestandskunden;mittlerer Konkurrenz
357;37147;Raphaela Döring-Kostolzin;Bautzen;Kleinkunde;0;45;Bestandskunden;Keine Konkurrenz
358;8878;Thea Bolnbach;Bergzabern;Großkunde;0;265;Bestandskunden;mittlerer Konkurrenz
359;96931;Milos Gnatz;Mettmann;mittlerer Kunde;0;142;Bestandskunden;Keine Konkurrenz
360;12990;Otmar Kensy MBA.;Euskirchen;mittlerer Kunde;0;58;Bestandskunden;Keine Konkurrenz
361;88557;Prof. Bruni Peukert B.Sc.;Borna;mittlerer Kunde;0;123;Bestandskunden;Hohe Konkurrenz
362;51900;Magdalene Martin;Mettmann;mittlerer Kunde;0;175;Bestandskunden;Keine Konkurrenz
363;39289;Istvan Trub MBA.;Ribnitz-Damgarten;Kleinkunde;0;43;Altkunden;mittlerer Konkurrenz
364;40253;Ron Stiffel B.Sc.;Bad Kreuznach;Großkunde;0;672;Altkunden;Hohe Konkurrenz
365;33691;Ing. Dan Eigenwillig B.Eng.;Querfurt;Kleinkunde;0;24;Neukunde;Hohe Konkurrenz
366;73299;Herr Veit Bloch MBA.;Heinsberg;Kleinkunde;1;31;Bestandskunden;Hohe Konkurrenz
367;89085;Tomislav Junitz;Chemnitz;Kleinkunde;0;24;Bestandskunden;mittlerer Konkurrenz
368;28498;Luciano Margraf-Hornich;Senftenberg;mittlerer Kunde;0;61;Bestandskunden;Keine Konkurrenz
369;15875;Univ.Prof. Jorge Seifert;Eilenburg;mittlerer Kunde;0;71;Bestandskunden;Keine Konkurrenz
370;44933;Karlheinz Mentzel-Schüler;Belzig;mittlerer Kunde;0;139;Bestandskunden;Keine Konkurrenz
371;63347;Leonie Mans-Bolnbach;Rastatt;Kleinkunde;0;4;Neukunde;mittlerer Konkurrenz
372;49280;Hartwig Rust;Miltenberg;mittlerer Kunde;0;185;Bestandskunden;Keine Konkurrenz
373;36169;Ortrun Schlosser;Pegnitz;mittlerer Kunde;0;160;Altkunden;Keine Konkurrenz
374;24717;Roger Ackermann-Drubin;Ueckermünde;Großkunde;0;280;Neukunde;Keine Konkurrenz
375;21192;Christa Boucsein B.Sc.;Moers;Kleinkunde;0;17;Altkunden;Keine Konkurrenz
376;87463;Klaus-Ulrich Juncken;Celle;mittlerer Kunde;0;55;Altkunden;mittlerer Konkurrenz
377;44049;Ing. Recep Sölzer B.Eng.;Weimar;Großkunde;0;284;Altkunden;Keine Konkurrenz
378;52676;Gitta Langern;Husum;Kleinkunde;0;23;Bestandskunden;Keine Konkurrenz
379;43871;Prof. Hartmuth Geisler;Donaueschingen;mittlerer Kunde;0;86;Bestandskunden;Hohe Konkurrenz
380;12057;Reni Beckmann;Pritzwalk;Großkunde;0;743;Bestandskunden;Keine Konkurrenz
381;57845;Detlev Heinrich;Zeulenroda;Großkunde;0;972;Bestandskunden;mittlerer Konkurrenz
382;86295;Timo Riehl;Augsburg;mittlerer Kunde;0;51;Bestandskunden;Keine Konkurrenz
383;7782;Mechtild Dobes;Jülich;Großkunde;0;208;Neukunde;Hohe Konkurrenz
384;96436;Tomislav Faust;Strasburg;Kleinkunde;0;2;Neukunde;Keine Konkurrenz
385;73127;Paolo Wirth;Auerbach;Kleinkunde;0;3;Neukunde;Keine Konkurrenz
386;82848;Prof. Gerolf Seifert;Hechingen;mittlerer Kunde;0;72;Altkunden;Keine Konkurrenz
387;46170;Jeanette Roht;Apolda;Großkunde;0;660;Bestandskunden;mittlerer Konkurrenz
388;38289;Kriemhild Meyer MBA.;Passau;Großkunde;1;950;Bestandskunden;Hohe Konkurrenz
389;14735;Ing. Vito Hörle MBA.;Cuxhaven;Großkunde;0;591;Bestandskunden;Keine Konkurrenz
390;66587;Birte Döring;Kassel;Großkunde;0;346;Bestandskunden;Hohe Konkurrenz
391;25174;Liane Kaul B.Sc.;Gardelegen;Kleinkunde;0;23;Altkunden;mittlerer Konkurrenz
392;19682;Hans-H. Wagenknecht;Norden;mittlerer Kunde;0;60;Neukunde;mittlerer Konkurrenz
393;8792;Heiderose Kensy;Starnberg;Großkunde;0;332;Altkunden;mittlerer Konkurrenz
394;3701;Riza Gehringer;Wertingen;Kleinkunde;1;33;Neukunde;Hohe Konkurrenz
395;22877;Univ.Prof. Oda Scheel B.A.;Ravensburg;Kleinkunde;0;18;Neukunde;Keine Konkurrenz
396;98474;Regine Meyer;Aachen;Kleinkunde;0;28;Neukunde;mittlerer Konkurrenz
397;16714;Melitta Pieper;Pritzwalk;Großkunde;0;364;Bestandskunden;Keine Konkurrenz
398;30421;Dr. Leif Mälzer B.A.;Hansestadttralsund;Kleinkunde;0;3;Altkunden;Keine Konkurrenz
399;44745;Ing. Edelgard Heydrich B.Eng.;Cloppenburg;mittlerer Kunde;0;57;Bestandskunden;Keine Konkurrenz
400;75132;Berend Kostolzin;Ahaus;mittlerer Kunde;0;194;Altkunden;mittlerer Konkurrenz
401;13873;Prof. Annemarie Lange;Neubrandenburg;mittlerer Kunde;0;127;Bestandskunden;Hohe Konkurrenz
402;43403;Constantin Müller-Niemeier;Stendal;mittlerer Kunde;1;151;Altkunden;Hohe Konkurrenz
403;74778;Laura Hörle MBA.;Hainichen;mittlerer Kunde;0;162;Bestandskunden;Keine Konkurrenz
404;87798;Reinhardt Mohaupt MBA.;Wolfach;Kleinkunde;0;34;Bestandskunden;Hohe Konkurrenz
405;54018;Sigismund Schacht;Rudolstadt;mittlerer Kunde;0;70;Neukunde;mittlerer Konkurrenz
406;61444;Prof. Serge Sager MBA.;Großenhain;Kleinkunde;1;4;Neukunde;mittlerer Konkurrenz
407;21836;Elise Döring B.A.;Wolfratshausen;mittlerer Kunde;0;189;Bestandskunden;mittlerer Konkurrenz
408;8692;Kurt Gnatz;Hersbruck;mittlerer Kunde;0;137;Bestandskunden;Hohe Konkurrenz
409;2118;Aloisia Krause-Adolph;Wurzen;mittlerer Kunde;0;145;Bestandskunden;mittlerer Konkurrenz
410;51615;Sofia Beckmann-Schmidtke;Neu-Ulm;Kleinkunde;0;23;Bestandskunden;Hohe Konkurrenz
411;26540;Dr. Marzena Schottin;Neu-Ulm;Kleinkunde;1;44;Bestandskunden;Hohe Konkurrenz
412;74527;Günther Krein;Göppingen;Kleinkunde;0;45;Altkunden;Hohe Konkurrenz
413;29182;Hans-Albert Lehmann B.A.;Lübz;Großkunde;0;500;Neukunde;Hohe Konkurrenz
414;20406;Univ.Prof. Liane Scholl;Auerbach;Kleinkunde;0;10;Altkunden;Keine Konkurrenz
415;63840;Günter Schönland;Eberswalde;Kleinkunde;0;41;Altkunden;Keine Konkurrenz
416;51327;Ivan Rosemann-Stoll;Warendorf;mittlerer Kunde;0;147;Bestandskunden;mittlerer Konkurrenz
417;73672;Ludmilla Winkler B.Sc.;Zschopau;mittlerer Kunde;1;115;Altkunden;Hohe Konkurrenz
418;67537;Karen Jäkel;Bad Brückenau;mittlerer Kunde;0;154;Bestandskunden;Keine Konkurrenz
419;44600;Dr. Freddy Schuster MBA.;Erkelenz;Kleinkunde;0;2;Bestandskunden;mittlerer Konkurrenz
420;19972;Anke Wulff;Emmendingen;Großkunde;0;856;Neukunde;mittlerer Konkurrenz
421;90034;Dr. Jadwiga Ritter B.Eng.;Forst;Kleinkunde;0;12;Neukunde;Hohe Konkurrenz
422;81693;Anett Hettner-Otto;Grevesmühlen;Kleinkunde;0;28;Neukunde;mittlerer Konkurrenz
423;43938;Karsten Junken B.Sc.;Jülich;Großkunde;0;477;Altkunden;Hohe Konkurrenz
424;32937;Niels Kensy B.Eng.;Eichstätt;mittlerer Kunde;0;92;Altkunden;mittlerer Konkurrenz
425;60372;Bernd-Dieter Junck MBA.;Lüneburg;Großkunde;0;901;Bestandskunden;mittlerer Konkurrenz
426;98521;Johannes Trommler-Peukert;Wiedenbrück;mittlerer Kunde;0;93;Altkunden;mittlerer Konkurrenz
427;88110;Erika Junitz;Borken;Kleinkunde;0;36;Altkunden;mittlerer Konkurrenz
428;90080;Tina Bruder;Rosenheim;mittlerer Kunde;0;126;Bestandskunden;Keine Konkurrenz
429;96610;Margarete Ullmann-Carsten;Lübeck;Großkunde;0;552;Bestandskunden;mittlerer Konkurrenz
430;22185;Gottlieb Kabus;Dinslaken;Großkunde;0;601;Bestandskunden;Keine Konkurrenz
431;50958;Notburga Rosemann-Hartmann;Werdau;mittlerer Kunde;0;69;Neukunde;Keine Konkurrenz
432;14253;Katharina Biggen;Osterodem Harz;mittlerer Kunde;1;151;Bestandskunden;Hohe Konkurrenz
433;26643;Anthony Heser;Mühldorfm Inn;mittlerer Kunde;0;137;Altkunden;Keine Konkurrenz
434;59357;Eileen Hentschel;Paderborn;mittlerer Kunde;1;131;Bestandskunden;Hohe Konkurrenz
435;20716;Patric Krebs;Reutlingen;Kleinkunde;0;9;Bestandskunden;Keine Konkurrenz
436;80101;Bernhardine Gotthard;Calau;Großkunde;0;925;Bestandskunden;mittlerer Konkurrenz
437;76371;Ole Steckel-Henschel;Grevenbroich;Kleinkunde;0;6;Bestandskunden;Hohe Konkurrenz
438;80255;Stefanie Mälzer MBA.;Oranienburg;mittlerer Kunde;0;182;Altkunden;Hohe Konkurrenz
439;61428;Ida Mangold;Mallersdorf;mittlerer Kunde;1;141;Bestandskunden;Hohe Konkurrenz
440;36571;Birgitta Franke B.Sc.;Schwäbisch Gmünd;mittlerer Kunde;0;177;Bestandskunden;Keine Konkurrenz
441;59808;Lissi Roht;Gadebusch;Kleinkunde;0;41;Neukunde;Keine Konkurrenz
442;66060;Edeltrud Schmiedt-Beyer;Badalzungen;Kleinkunde;0;40;Bestandskunden;mittlerer Konkurrenz
443;99346;Andres Scheibe B.Eng.;Wetzlar;Kleinkunde;0;14;Bestandskunden;Keine Konkurrenz
444;6974;Hanns Meyer;Mayen;Großkunde;0;825;Bestandskunden;Hohe Konkurrenz
445;83111;Prof. Baldur Rudolph;Biedenkopf;Kleinkunde;0;12;Neukunde;Keine Konkurrenz
446;36650;Dr. Ortrun Scheel B.A.;Bitterfeld;Großkunde;0;396;Bestandskunden;Hohe Konkurrenz
447;21165;Magnus Ditschlerin;Wiedenbrück;Kleinkunde;0;9;Bestandskunden;mittlerer Konkurrenz
448;18074;Bertold Hermighausen;Brand;Kleinkunde;0;49;Neukunde;Keine Konkurrenz
449;63265;Dr. Jacob Karz;Feuchtwangen;Kleinkunde;0;32;Bestandskunden;Keine Konkurrenz
450;73548;Herwig Pechel B.Sc.;Sankt Goarshausen;Kleinkunde;0;5;Bestandskunden;mittlerer Konkurrenz
451;84196;Erwin Bolzmann-Junck;Schwäbisch Gmünd;Großkunde;0;966;Bestandskunden;Keine Konkurrenz
452;16791;Emilia Hamann;Greifswald;Kleinkunde;1;39;Neukunde;Keine Konkurrenz
453;85607;Alena Hänel;Coburg;mittlerer Kunde;0;64;Neukunde;Keine Konkurrenz
454;90897;Hedwig Weimer B.Eng.;Rosenheim;mittlerer Kunde;0;60;Bestandskunden;Keine Konkurrenz
455;67673;Frau Elvira Stey;Delitzsch;mittlerer Kunde;1;168;Bestandskunden;Keine Konkurrenz
456;69608;Ingeburg Henschel;Dinslaken;mittlerer Kunde;1;155;Neukunde;Keine Konkurrenz
457;8483;Dr. Mercedes Patberg;Miesbach;Großkunde;0;804;Bestandskunden;Keine Konkurrenz
458;61239;Czeslaw Lorch;Dachau;Kleinkunde;0;12;Bestandskunden;mittlerer Konkurrenz
459;92526;Isabel Junk;Wolfratshausen;Großkunde;0;271;Altkunden;mittlerer Konkurrenz
460;5587;Alban Ehlert;Parsberg;Großkunde;1;683;Neukunde;Hohe Konkurrenz
461;57163;Gislinde Haering;Delitzsch;mittlerer Kunde;0;105;Neukunde;Keine Konkurrenz
462;11784;Editha Bloch;Prenzlau;Großkunde;0;756;Bestandskunden;Keine Konkurrenz
463;3241;Natali Kraushaar-Fechner;Rochlitz;Kleinkunde;0;15;Neukunde;Hohe Konkurrenz
464;45356;Harriet Scheibe MBA.;Schwabmünchen;Kleinkunde;0;37;Bestandskunden;Hohe Konkurrenz
465;50612;Prof. Ludmila Nette;Neunburg vorm Wald;Kleinkunde;0;43;Bestandskunden;Keine Konkurrenz
466;24822;Herr Gordon Paffrath B.Sc.;Vilsbiburg;Großkunde;0;489;Neukunde;mittlerer Konkurrenz
467;77892;Alexandra Berger;Paderborn;Kleinkunde;1;34;Bestandskunden;Hohe Konkurrenz
468;6979;Marianne Fritsch;Worbis;mittlerer Kunde;0;100;Bestandskunden;mittlerer Konkurrenz
469;30688;Ekrem Löffler;Calw;mittlerer Kunde;1;112;Altkunden;mittlerer Konkurrenz
470;65607;Evelin Losekann-Rust;Wolfenbüttel;mittlerer Kunde;0;54;Neukunde;Keine Konkurrenz
471;24581;Lina Geisel-Segebahn;Hammelburg;Großkunde;1;998;Bestandskunden;Hohe Konkurrenz
472;57442;Hans Peter Staude;Neustrelitz;Großkunde;1;361;Neukunde;Hohe Konkurrenz
473;33028;Ursel Schenk;Greifswald;Kleinkunde;0;48;Altkunden;Keine Konkurrenz
474;77074;Emmi Karz;Bad Freienwalde;Großkunde;0;840;Altkunden;Keine Konkurrenz
475;64204;Karl-Heinrich Eckbauer MBA.;Erding;Kleinkunde;1;45;Bestandskunden;Hohe Konkurrenz
476;61048;Ron Warmer-Otto;Weißenfels;Kleinkunde;1;44;Bestandskunden;Hohe Konkurrenz
477;63184;Valerie Boucsein;Regensburg;mittlerer Kunde;1;66;Bestandskunden;Keine Konkurrenz
478;70670;Mariusz Wilms;Ludwigslust;mittlerer Kunde;1;111;Bestandskunden;Keine Konkurrenz
479;76795;Irmi Köhler-Tlustek;Ahaus;Kleinkunde;0;41;Altkunden;mittlerer Konkurrenz
480;73776;Hans-Günter Etzold B.Sc.;Nabburg;Kleinkunde;1;3;Bestandskunden;Keine Konkurrenz
481;45814;Amir Ruppert;Lüneburg;Kleinkunde;1;29;Bestandskunden;mittlerer Konkurrenz
482;48643;Erna Seifert;Nabburg;Kleinkunde;0;19;Bestandskunden;Keine Konkurrenz
483;56314;Cindy Seip;Seelow;Großkunde;0;639;Neukunde;Keine Konkurrenz
484;94074;Wencke Stumpf MBA.;Neustadtner Waldnaab;Großkunde;0;516;Bestandskunden;Keine Konkurrenz
485;2673;Hassan Spieß;Stade;Großkunde;0;260;Neukunde;Hohe Konkurrenz
486;76838;Prof. Kurt Tlustek B.Sc.;Soest;mittlerer Kunde;0;186;Bestandskunden;Keine Konkurrenz
487;39912;Madlen Kuhl;Göppingen;mittlerer Kunde;0;150;Bestandskunden;Hohe Konkurrenz
488;91872;Silvio Hering MBA.;Lüneburg;Großkunde;0;628;Bestandskunden;mittlerer Konkurrenz
489;20213;Lorenz Pruschke;Artern;Kleinkunde;0;49;Bestandskunden;Keine Konkurrenz
490;69648;Karl-Dieter Gierschner;Gelnhausen;mittlerer Kunde;0;83;Bestandskunden;Hohe Konkurrenz
491;43690;Francesca Klotz B.Eng.;Bautzen;Kleinkunde;0;25;Altkunden;Keine Konkurrenz
492;21171;Rudolph Binner;Füssen;Großkunde;0;320;Neukunde;mittlerer Konkurrenz
493;10824;Carmen Hamann;Dinkelsbühl;mittlerer Kunde;1;70;Bestandskunden;Hohe Konkurrenz
494;64187;Alexandros Dehmel;Hannoversch Münden;mittlerer Kunde;1;166;Bestandskunden;Hohe Konkurrenz
495;64513;Bernward Ziegert;Wolmirstedt;Kleinkunde;1;31;Bestandskunden;Hohe Konkurrenz
496;90800;Ron Beer B.Sc.;Calw;Großkunde;0;623;Neukunde;mittlerer Konkurrenz
